"genelist","converted_alias"
"Arsa","ENSG00000100299"
"Shank3","ENSG00000251322"
"Acr","ENSG00000100312"
"Rabl2","ENSG00000144134"
"Syt10","ENSG00000110975"
"Alg10b","ENSG00000139133"
"Cpne8","ENSG00000139117"
"Kif21a","ENSG00000139116"
"Abcd2","ENSG00000173208"
"Slc2a13","ENSG00000151229"
"Lrrk2","ENSG00000188906"
"Cntn1","ENSG00000018236"
"Pdzrn4","ENSG00000165966"
"Gxylt1","ENSG00000151233"
"Zcrb1","ENSG00000139168"
"Pphln1","ENSG00000134283"
"Prickle1","ENSG00000139174"
"Adamts20","ENSG00000173157"
"Pus7l","ENSG00000129317"
"Irak4","ENSG00000198001"
"Twf1","ENSG00000151239"
"Tmem117","ENSG00000139173"
"Nell2","ENSG00000184613"
"Dbx2","ENSG00000185610"
"Ano6","ENSG00000177119"
"Arid2","ENSG00000189079"
"Scaf11","ENSG00000139218"
"Slc38a1","ENSG00000111371"
"Slc38a2","ENSG00000134294"
"Slc38a4","ENSG00000139209"
"Amigo2","ENSG00000139211"
"Pced1b","ENSG00000179715"
"Rpap3","ENSG00000005175"
"Endou","ENSG00000111405"
"Rapgef3","ENSG00000079337"
"Slc48a1","ENSG00000211584"
"Hdac7","ENSG00000061273"
"Vdr","ENSG00000111424"
"Tmem106c","ENSG00000134291"
"Col2a1","ENSG00000139219"
"Senp1","ENSG00000079387"
"Pfkm","ENSG00000152556"
"Asb8","ENSG00000177981"
"Olfr288","ENSG00000172640"
"Olfr287","ENSG00000172640"
"Zfp641","ENSG00000167528"
"Lalba","ENSG00000167531"
"Kansl2","ENSG00000139620"
"Ccnt1","ENSG00000129315"
"Adcy6","ENSG00000174233"
"Cacnb3","ENSG00000167535"
"Ddx23","ENSG00000174243"
"Rnd1","ENSG00000172602"
"Ccdc65","ENSG00000139537"
"Fkbp11","ENSG00000134285"
"Arf3","ENSG00000134287"
"Wnt10b","ENSG00000169884"
"Wnt1","ENSG00000125084"
"Ddn","ENSG00000181418"
"Prkag1","ENSG00000181929"
"Kmt2d","ENSG00000167548"
"Rhebl1","ENSG00000167550"
"Dhh","ENSG00000139549"
"Lmbr1l","ENSG00000139636"
"Tuba1b","ENSG00000123416"
"Tuba1a","ENSG00000167552"
"Tuba1c","ENSG00000167553"
"Prph","ENSG00000135406"
"Troap","ENSG00000135451"
"C1ql4","ENSG00000186897"
"Dnajc22","ENSG00000178401"
"Spats2","ENSG00000123352"
"Kcnh3","ENSG00000135519"
"Mcrs1","ENSG00000187778"
"Fam186b","ENSG00000135436"
"Prpf40b","ENSG00000110844"
"Fmnl3","ENSG00000161791"
"Tmbim6","ENSG00000139644"
"Nckap5l","ENSG00000167566"
"Bcdin3d","ENSG00000186666"
"Faim2","ENSG00000135472"
"Aqp2","ENSG00000167580"
"Aqp5","ENSG00000161798"
"Aqp6","ENSG00000086159"
"Racgap1","ENSG00000161800"
"Asic1","ENSG00000110881"
"Smarcd1","ENSG00000066117"
"Gpd1","ENSG00000167588"
"Cox14","ENSG00000178449"
"Cers5","ENSG00000139624"
"Lima1","ENSG00000050405"
"Larp4","ENSG00000161813"
"Dip2b","ENSG00000066084"
"Atf1","ENSG00000123268"
"Tmprss12","ENSG00000186452"
"Higd1c","ENSG00000214511"
"Slc11a2","ENSG00000110911"
"Letmd1","ENSG00000050426"
"Csrnp2","ENSG00000110925"
"Tfcp2","ENSG00000135457"
"Pou6f1","ENSG00000184271"
"Dazap2","ENSG00000183283"
"Smagp","ENSG00000170545"
"Bin2","ENSG00000110934"
"Cela1","ENSG00000139610"
"Galnt6","ENSG00000139629"
"Slc4a8","ENSG00000050438"
"Scn8a","ENSG00000196876"
"Fignl2","ENSG00000261308"
"Ankrd33","ENSG00000167612"
"Acvrl1","ENSG00000139567"
"Acvr1b","ENSG00000135503"
"Nr4a1","ENSG00000123358"
"Krt80","ENSG00000167767"
"Krt7","ENSG00000135480"
"Krt81","ENSG00000205426"
"Krt86","ENSG00000170442"
"Krt84","ENSG00000161849"
"Krt82","ENSG00000161850"
"Krt75","ENSG00000170454"
"Krt6b","ENSG00000185479"
"Krt6a","ENSG00000185479"
"Krt5","ENSG00000186081"
"Krt71","ENSG00000139648"
"Krt72","ENSG00000170486"
"Krt73","ENSG00000186049"
"Krt1","ENSG00000167768"
"Krt77","ENSG00000189182"
"Krt76","ENSG00000185069"
"Krt4","ENSG00000170477"
"Krt79","ENSG00000185640"
"Krt78","ENSG00000170423"
"Krt8","ENSG00000170421"
"Krt18","ENSG00000111057"
"Eif4b","ENSG00000063046"
"Spryd3","ENSG00000167778"
"Igfbp6","ENSG00000167779"
"Soat2","ENSG00000167780"
"Csad","ENSG00000139631"
"Itgb7","ENSG00000139626"
"Rarg","ENSG00000172819"
"Mfsd5","ENSG00000182544"
"Espl1","ENSG00000135476"
"Pfdn5","ENSG00000123349"
"Aaas","ENSG00000094914"
"Sp7","ENSG00000170374"
"Sp1","ENSG00000185591"
"Amhr2","ENSG00000135409"
"Pcbp2","ENSG00000197111"
"Map3k12","ENSG00000139625"
"Tarbp2","ENSG00000139546"
"Npff","ENSG00000139574"
"Atf7","ENSG00000170653"
"Calcoco1","ENSG00000012822"
"Hoxc13","ENSG00000123364"
"Hoxc12","ENSG00000123407"
"Hoxc11","ENSG00000123388"
"Hoxc10","ENSG00000180818"
"Hoxc5","ENSG00000172789"
"Hoxc9","ENSG00000180806"
"Hoxc8","ENSG00000037965"
"Hoxc6","ENSG00000197757"
"Hoxc4","ENSG00000198353"
"Smug1","ENSG00000123415"
"Cbx5","ENSG00000094916"
"Nfe2","ENSG00000123405"
"Copz1","ENSG00000111481"
"Gpr84","ENSG00000139572"
"Zfp385a","ENSG00000161642"
"Itga5","ENSG00000161638"
"Gtsf1","ENSG00000170627"
"Nckap1l","ENSG00000123338"
"Pde1b","ENSG00000123360"
"Ppp1r1a","ENSG00000135447"
"Mefv","ENSG00000103313"
"Zfp263","ENSG00000006194"
"Olfr15","ENSG00000168158"
"Zfp174","ENSG00000103343"
"Zfp597","ENSG00000167981"
"Naa60","ENSG00000122390"
"1700037C18Rik","ENSG00000215131"
"Cluap1","ENSG00000103351"
"Nlrc3","ENSG00000167984"
"Slx4","ENSG00000188827"
"Dnase1","ENSG00000213918"
"Trap1","ENSG00000126602"
"Crebbp","ENSG00000005339"
"Adcy9","ENSG00000162104"
"Srl","ENSG00000185739"
"Tfap4","ENSG00000090447"
"Glis2","ENSG00000126603"
"Pam16","ENSG00000217930"
"Coro7","ENSG00000262246"
"Vasn","ENSG00000168140"
"Dnaja3","ENSG00000103423"
"Nmral1","ENSG00000153406"
"Hmox2","ENSG00000103415"
"Cdip1","ENSG00000089486"
"4930562C15Rik","ENSG00000205832"
"Ubald1","ENSG00000153443"
"Mgrn1","ENSG00000102858"
"Nudt16l1","ENSG00000168101"
"Anks3","ENSG00000168096"
"Smim22","ENSG00000267795"
"Rogdi","ENSG00000067836"
"Glyr1","ENSG00000140632"
"Ubn1","ENSG00000118900"
"Ppl","ENSG00000118898"
"Sec14l5","ENSG00000103184"
"Nagpa","ENSG00000103174"
"AU021092","ENSG00000153446"
"Alg1","ENSG00000033011"
"Rbfox1","ENSG00000078328"
"Mettl22","ENSG00000067365"
"Abat","ENSG00000183044"
"Tmem186","ENSG00000184857"
"Pmm2","ENSG00000140650"
"Carhsp1","ENSG00000153048"
"Usp7","ENSG00000187555"
"Grin2a","ENSG00000183454"
"Atf7ip2","ENSG00000166669"
"Emp2","ENSG00000213853"
"Tekt5","ENSG00000153060"
"Nubp1","ENSG00000103274"
"Tvp23a","ENSG00000166676"
"Ciita","ENSG00000179583"
"Dexi","ENSG00000182108"
"Clec16a","ENSG00000038532"
"Socs1","ENSG00000185338"
"Prm3","ENSG00000178257"
"Rmi2","ENSG00000175643"
"Litaf","ENSG00000189067"
"Snn","ENSG00000184602"
"Txndc11","ENSG00000153066"
"Zc3h7a","ENSG00000122299"
"Rsl1d1","ENSG00000171490"
"Gspt1","ENSG00000103342"
"Tnfrsf17","ENSG00000048462"
"Snx29","ENSG00000048471"
"Cpped1","ENSG00000103381"
"Shisa9","ENSG00000237515"
"Ercc4","ENSG00000175595"
"Parn","ENSG00000140694"
"Bfar","ENSG00000103429"
"Pla2g10","ENSG00000069764"
"Rrn3","ENSG00000085721"
"Ntan1","ENSG00000157045"
"Pdxdc1","ENSG00000179889"
"Mpv17l","ENSG00000156968"
"Nde1","ENSG00000072864"
"Myh11","ENSG00000133392"
"Abcc1","ENSG00000103222"
"Snai2","ENSG00000019549"
"Ube2v2","ENSG00000169139"
"Mcm4","ENSG00000104738"
"Prkdc","ENSG00000253729"
"Mzt2","ENSG00000173272"
"Cebpd","ENSG00000221869"
"Spidr","ENSG00000164808"
"Pkp2","ENSG00000057294"
"Yars2","ENSG00000139131"
"Dnm1l","ENSG00000087470"
"Fgd4","ENSG00000139132"
"Olfr19","ENSG00000185385"
"Igll1","ENSG00000254709"
"Vpreb1","ENSG00000169575"
"Top3b","ENSG00000100038"
"Ppm1f","ENSG00000100034"
"Mapk1","ENSG00000100030"
"Ypel1","ENSG00000100027"
"Ppil2","ENSG00000100023"
"Sdf2l1","ENSG00000128228"
"Ccdc116","ENSG00000161180"
"Ydjc","ENSG00000161179"
"Ube2l3","ENSG00000185651"
"Rimbp3","ENSG00000183246"
"Hic2","ENSG00000169635"
"Pi4ka","ENSG00000241973"
"Serpind1","ENSG00000099937"
"Snap29","ENSG00000099940"
"Crkl","ENSG00000099942"
"Aifm3","ENSG00000183773"
"Lztr1","ENSG00000099949"
"Thap7","ENSG00000184436"
"P2rx6","ENSG00000099957"
"Slc7a4","ENSG00000099960"
"Smpd4","ENSG00000136699"
"Klhl22","ENSG00000099910"
"Scarf2","ENSG00000244486"
"Dgcr2","ENSG00000070413"
"Tssk1","ENSG00000212122"
"Tssk2","ENSG00000206203"
"Gsc2","ENSG00000063515"
"Vpreb2","ENSG00000169575"
"Rtn4r","ENSG00000040608"
"Zdhhc8","ENSG00000099904"
"Ranbp1","ENSG00000099901"
"Trmt2a","ENSG00000099899"
"Dgcr8","ENSG00000128191"
"Tango2","ENSG00000183597"
"Arvcf","ENSG00000099889"
"Comt","ENSG00000093010"
"Txnrd2","ENSG00000184470"
"Gnb1l","ENSG00000185838"
"Tbx1","ENSG00000184058"
"Gp1bb","ENSG00000203618"
"Cldn5","ENSG00000184113"
"Cdc45","ENSG00000093009"
"Mrpl40","ENSG00000185608"
"Hira","ENSG00000100084"
"Olfr164","ENSG00000228198"
"Olfr165","ENSG00000162727"
"Olfr166","ENSG00000196071"
"Olfr167","ENSG00000203663"
"Lamp3","ENSG00000078081"
"B3gnt5","ENSG00000176597"
"Klhl6","ENSG00000172578"
"Klhl24","ENSG00000114796"
"Yeats2","ENSG00000163872"
"Map6d1","ENSG00000180834"
"Parl","ENSG00000175193"
"Abcc5","ENSG00000114770"
"Eif2b5","ENSG00000145191"
"Dvl3","ENSG00000161202"
"Ap2m1","ENSG00000161203"
"Abcf3","ENSG00000161204"
"Vwa5b2","ENSG00000145198"
"Alg3","ENSG00000214160"
"Camk2n2","ENSG00000163888"
"Ece2","ENSG00000145194"
"Psmd2","ENSG00000175166"
"Eif4g1","ENSG00000114867"
"Fam131a","ENSG00000175182"
"Clcn2","ENSG00000114859"
"Polr2h","ENSG00000163882"
"Thpo","ENSG00000090534"
"Chrd","ENSG00000090539"
"Ephb3","ENSG00000182580"
"Vps8","ENSG00000156931"
"2510009E07Rik","ENSG00000187068"
"Ehhadh","ENSG00000113790"
"Map3k13","ENSG00000073803"
"Tmem41a","ENSG00000163900"
"Liph","ENSG00000163898"
"Senp2","ENSG00000163904"
"Igf2bp2","ENSG00000073792"
"Tra2b","ENSG00000136527"
"Etv5","ENSG00000244405"
"Dgkg","ENSG00000058866"
"Crygs","ENSG00000213139"
"Tbccd1","ENSG00000113838"
"Dnajb11","ENSG00000090520"
"Ahsg","ENSG00000145192"
"Fetub","ENSG00000090512"
"Kng2","ENSG00000113889"
"Kng1","ENSG00000113889"
"Eif4a2","ENSG00000156976"
"Rfc4","ENSG00000163918"
"Adipoq","ENSG00000181092"
"St6gal1","ENSG00000073849"
"Rtp1","ENSG00000175077"
"Rtp4","ENSG00000136514"
"Sst","ENSG00000157005"
"Rtp2","ENSG00000198471"
"Bcl6","ENSG00000113916"
"Lpp","ENSG00000145012"
"Tprg","ENSG00000188001"
"Trp63","ENSG00000073282"
"Cldn1","ENSG00000163347"
"Cldn16","ENSG00000113946"
"Tmem207","ENSG00000198398"
"Il1rap","ENSG00000196083"
"Gmnc","ENSG00000205835"
"Ostn","ENSG00000188729"
"Uts2b","ENSG00000188958"
"Fgf12","ENSG00000114279"
"Mb21d2","ENSG00000180611"
"Atp13a5","ENSG00000187527"
"Atp13a4","ENSG00000127249"
"Opa1","ENSG00000198836"
"Hes1","ENSG00000114315"
"Cpn2","ENSG00000178772"
"Lrrc15","ENSG00000172061"
"Gp5","ENSG00000178732"
"Atp13a3","ENSG00000133657"
"Tmem44","ENSG00000145014"
"Lsg1","ENSG00000041802"
"Fam43a","ENSG00000185112"
"Xxylt1","ENSG00000173950"
"Acap2","ENSG00000114331"
"Ppp1r2","ENSG00000184203"
"Apod","ENSG00000189058"
"Bdh1","ENSG00000161267"
"Dlg1","ENSG00000075711"
"Pigz","ENSG00000119227"
"Ncbp2","ENSG00000114503"
"Senp5","ENSG00000119231"
"Pak2","ENSG00000180370"
"Pigx","ENSG00000163964"
"Cep19","ENSG00000174007"
"Nrros","ENSG00000174004"
"Fbxo45","ENSG00000174013"
"Wdr53","ENSG00000185798"
"Rnf168","ENSG00000163961"
"Ubxn7","ENSG00000163960"
"Tm4sf19","ENSG00000145107"
"Pcyt1a","ENSG00000161217"
"Slc51a","ENSG00000163959"
"Zdhhc19","ENSG00000163958"
"Tfrc","ENSG00000072274"
"Tnk2","ENSG00000061938"
"Muc20","ENSG00000176945"
"Fyttd1","ENSG00000122068"
"Lrch3","ENSG00000186001"
"Iqcg","ENSG00000114473"
"Rpl35a","ENSG00000182899"
"Lmln","ENSG00000185621"
"Osbpl11","ENSG00000144909"
"Snx4","ENSG00000114520"
"Zfp148","ENSG00000163848"
"Slc12a8","ENSG00000221955"
"Heg1","ENSG00000173706"
"Muc13","ENSG00000173702"
"Itgb5","ENSG00000082781"
"Umps","ENSG00000114491"
"Kalrn","ENSG00000160145"
"Ropn1","ENSG00000065371"
"Ccdc14","ENSG00000175455"
"Mylk","ENSG00000065534"
"Adcy5","ENSG00000173175"
"Sec22a","ENSG00000121542"
"Pdia5","ENSG00000065485"
"Sema5b","ENSG00000082684"
"Hspbap1","ENSG00000169087"
"Parp14","ENSG00000173193"
"Dtx3l","ENSG00000163840"
"Parp9","ENSG00000138496"
"Kpna1","ENSG00000114030"
"Wdr5b","ENSG00000196981"
"Fam162a","ENSG00000114023"
"Casr","ENSG00000036828"
"Cd86","ENSG00000114013"
"Ildr1","ENSG00000145103"
"Slc15a2","ENSG00000163406"
"Eaf2","ENSG00000145088"
"Iqcb1","ENSG00000173226"
"Golgb1","ENSG00000173230"
"Hcls1","ENSG00000180353"
"Fbxo40","ENSG00000163833"
"Polq","ENSG00000051341"
"Stxbp5l","ENSG00000145087"
"Gtf2e1","ENSG00000153767"
"Rabl3","ENSG00000144840"
"Hgd","ENSG00000113924"
"Ndufb4","ENSG00000065518"
"Fstl1","ENSG00000163430"
"Lrrc58","ENSG00000163428"
"Gpr156","ENSG00000175697"
"Gsk3b","ENSG00000082701"
"Nr1i2","ENSG00000144852"
"Cox17","ENSG00000138495"
"Popdc2","ENSG00000121577"
"Pla1a","ENSG00000144837"
"Adprh","ENSG00000144843"
"Cd80","ENSG00000121594"
"Timmdc1","ENSG00000113845"
"Poglut1","ENSG00000163389"
"Tmem39a","ENSG00000176142"
"Arhgap31","ENSG00000031081"
"B4galt4","ENSG00000121578"
"Upk1b","ENSG00000114638"
"Igsf11","ENSG00000144847"
"Lsamp","ENSG00000185565"
"Gap43","ENSG00000172020"
"Zbtb20","ENSG00000181722"
"Tigit","ENSG00000181847"
"Drd3","ENSG00000151577"
"Zdhhc23","ENSG00000184307"
"Atp6v1a","ENSG00000114573"
"Naa50","ENSG00000121579"
"Sidt1","ENSG00000072858"
"Spice1","ENSG00000163611"
"Boc","ENSG00000144857"
"Gtpbp8","ENSG00000163607"
"Cd200r1","ENSG00000163606"
"Cd200r4","ENSG00000206531"
"Cd200r2","ENSG00000206531"
"Ccdc80","ENSG00000091986"
"Slc35a5","ENSG00000138459"
"Atg3","ENSG00000144848"
"Btla","ENSG00000186265"
"Cd200","ENSG00000091972"
"Slc9c1","ENSG00000172139"
"Gcsam","ENSG00000174500"
"BC016579","ENSG00000114529"
"Tmprss7","ENSG00000176040"
"Tagln3","ENSG00000144834"
"Abhd10","ENSG00000144827"
"Phldb2","ENSG00000144824"
"Plcxd2","ENSG00000240891"
"Cd96","ENSG00000153283"
"Dppa4","ENSG00000121570"
"Dppa2","ENSG00000163530"
"Morc1","ENSG00000114487"
"Trat1","ENSG00000163519"
"Retnlb","ENSG00000163515"
"Dzip3","ENSG00000198919"
"Myh15","ENSG00000144821"
"Ift57","ENSG00000114446"
"Cd47","ENSG00000196776"
"Bbx","ENSG00000114439"
"Ccdc54","ENSG00000138483"
"Cblb","ENSG00000114423"
"Alcam","ENSG00000170017"
"Zpld1","ENSG00000170044"
"Nfkbiz","ENSG00000144802"
"Nxpe3","ENSG00000144815"
"Cep97","ENSG00000182504"
"Rpl24","ENSG00000114391"
"Zbtb11","ENSG00000066422"
"Pcnp","ENSG00000081154"
"Trmt10c","ENSG00000174173"
"Senp7","ENSG00000138468"
"Impg2","ENSG00000081148"
"Tfg","ENSG00000114354"
"Tmem45a","ENSG00000181458"
"Nit2","ENSG00000114021"
"Tbc1d23","ENSG00000036054"
"Cmss1","ENSG00000184220"
"Filip1l","ENSG00000168386"
"Col8a1","ENSG00000144810"
"Dcbld2","ENSG00000057019"
"St3gal6","ENSG00000064225"
"Cpox","ENSG00000080819"
"Gpr15","ENSG00000154165"
"Olfr172","ENSG00000232382"
"Olfr173","ENSG00000232382"
"Olfr177","ENSG00000231861"
"Olfr180","ENSG00000196098"
"Olfr183","ENSG00000233412"
"Olfr187","ENSG00000230301"
"Olfr191","ENSG00000236032"
"Olfr193","ENSG00000236032"
"Olfr195","ENSG00000206536"
"Olfr196","ENSG00000197938"
"Olfr198","ENSG00000196578"
"Gabrr3","ENSG00000183185"
"Crybg3","ENSG00000080200"
"Arl6","ENSG00000113966"
"Epha6","ENSG00000080224"
"Nsun3","ENSG00000178694"
"Arl13b","ENSG00000169379"
"Stx19","ENSG00000178750"
"Pros1","ENSG00000184500"
"Epha3","ENSG00000044524"
"4930453N24Rik","ENSG00000179021"
"Zfp654","ENSG00000175105"
"Cggbp1","ENSG00000163320"
"Htr1f","ENSG00000179097"
"Pou1f1","ENSG00000064835"
"Chmp2b","ENSG00000083937"
"Vgll3","ENSG00000206538"
"Cadm2","ENSG00000175161"
"Gbe1","ENSG00000114480"
"Robo1","ENSG00000169855"
"Robo2","ENSG00000185008"
"Lipi","ENSG00000188992"
"Rbm11","ENSG00000185272"
"Hspa13","ENSG00000155304"
"Samsn1","ENSG00000155307"
"Nrip1","ENSG00000180530"
"Usp25","ENSG00000155313"
"Cxadr","ENSG00000154639"
"Btg3","ENSG00000154640"
"D16Ertd472e","ENSG00000154642"
"Chodl","ENSG00000154645"
"Tmprss15","ENSG00000154646"
"Ncam2","ENSG00000154654"
"Mrpl39","ENSG00000154719"
"Jam2","ENSG00000154721"
"Gabpa","ENSG00000154727"
"App","ENSG00000142192"
"Cyyr1","ENSG00000166265"
"Adamts1","ENSG00000154734"
"Adamts5","ENSG00000154736"
"N6amt1","ENSG00000156239"
"Ltn1","ENSG00000198862"
"Rwdd2b","ENSG00000156253"
"Usp16","ENSG00000156256"
"Cct8","ENSG00000156261"
"Bach1","ENSG00000156273"
"Grik1","ENSG00000171189"
"Cldn17","ENSG00000156282"
"Cldn8","ENSG00000156284"
"Krtap24-1","ENSG00000188694"
"Krtap26-1","ENSG00000197683"
"Krtap27-1","ENSG00000206107"
"Krtap13-1","ENSG00000198390"
"Krtap13","ENSG00000182816"
"2310034C09Rik","ENSG00000182816"
"2310057N15Rik","ENSG00000182816"
"Krtap15","ENSG00000186970"
"Krtap7-1","ENSG00000274749"
"Krtap11-1","ENSG00000182591"
"Tiam1","ENSG00000156299"
"Sod1","ENSG00000142168"
"Scaf4","ENSG00000156304"
"Hunk","ENSG00000142149"
"Mis18a","ENSG00000159055"
"Mrap","ENSG00000170262"
"Urb1","ENSG00000142207"
"Eva1c","ENSG00000166979"
"Synj1","ENSG00000159082"
"Paxbp1","ENSG00000159086"
"4932438H23Rik","ENSG00000205929"
"Olig2","ENSG00000205927"
"Olig1","ENSG00000184221"
"Ifnar2","ENSG00000159110"
"Il10rb","ENSG00000243646"
"Ifnar1","ENSG00000142166"
"Ifngr2","ENSG00000159128"
"Tmem50b","ENSG00000142188"
"Dnajc28","ENSG00000177692"
"Gart","ENSG00000159131"
"Son","ENSG00000159140"
"Donson","ENSG00000159147"
"Cryzl1","ENSG00000205758"
"Itsn1","ENSG00000205726"
"Mrps6","ENSG00000243927"
"Slc5a3","ENSG00000198743"
"Kcne2","ENSG00000159197"
"Rcan1","ENSG00000159200"
"Clic6","ENSG00000159212"
"Runx1","ENSG00000159216"
"Setd4","ENSG00000185917"
"Cbr1","ENSG00000159228"
"Cbr3","ENSG00000159231"
"Morc3","ENSG00000159256"
"Chaf1b","ENSG00000159259"
"Cldn14","ENSG00000159261"
"Sim2","ENSG00000159263"
"Hlcs","ENSG00000159267"
"Ripply3","ENSG00000183145"
"Pigp","ENSG00000185808"
"Ttc3","ENSG00000182670"
"Dyrk1a","ENSG00000157540"
"Kcnj6","ENSG00000157542"
"Kcnj15","ENSG00000157551"
"Erg","ENSG00000157554"
"Ets2","ENSG00000157557"
"Psmg1","ENSG00000183527"
"Brwd1","ENSG00000185658"
"Hmgn1","ENSG00000205581"
"Lca5l","ENSG00000157578"
"B3galt5","ENSG00000183778"
"Igsf5","ENSG00000183067"
"Pcp4","ENSG00000183036"
"Dscam","ENSG00000171587"
"Bace2","ENSG00000182240"
"Fam3b","ENSG00000183844"
"Tmprss2","ENSG00000184012"
"Ripk4","ENSG00000183421"
"Prdm15","ENSG00000141956"
"C2cd2","ENSG00000157617"
"Zbtb21","ENSG00000173276"
"Scaf8","ENSG00000213079"
"Tiam2","ENSG00000146426"
"Tfb1m","ENSG00000029639"
"Cldn20","ENSG00000171217"
"Nox3","ENSG00000074771"
"Arid1b","ENSG00000049618"
"Tmem242","ENSG00000215712"
"Ldhal6b","ENSG00000171989"
"Zdhhc14","ENSG00000175048"
"Snx9","ENSG00000130340"
"Synj2","ENSG00000078269"
"Serac1","ENSG00000122335"
"Gtf2h5","ENSG00000272047"
"Tulp4","ENSG00000130338"
"Tmem181a","ENSG00000146433"
"Dynlt1a","ENSG00000146425"
"Dynlt1b","ENSG00000146425"
"Dynlt1c","ENSG00000146425"
"Dynlt1f","ENSG00000146425"
"Sytl3","ENSG00000164674"
"Ezr","ENSG00000092820"
"Rsph3b","ENSG00000130363"
"Rnaset2b","ENSG00000026297"
"Rps6ka2","ENSG00000071242"
"Ttll2","ENSG00000120440"
"Tagap","ENSG00000164691"
"Rsph3a","ENSG00000130363"
"Rnaset2a","ENSG00000026297"
"Ccr6","ENSG00000112486"
"Mpc1","ENSG00000060762"
"Sft2d1","ENSG00000198818"
"Prr18","ENSG00000176381"
"Pde10a","ENSG00000112541"
"1700010I14Rik","ENSG00000112539"
"Qk","ENSG00000112531"
"Pacrg","ENSG00000112530"
"Agpat4","ENSG00000026652"
"Map3k4","ENSG00000085511"
"Plg","ENSG00000122194"
"Slc22a3","ENSG00000146477"
"Slc22a2","ENSG00000112499"
"Slc22a1","ENSG00000175003"
"Igf2r","ENSG00000197081"
"Mas1","ENSG00000130368"
"Pnldc1","ENSG00000146453"
"Mrpl18","ENSG00000112110"
"Tcp1","ENSG00000120438"
"Acat3","ENSG00000120437"
"Acat2","ENSG00000120437"
"Wtap","ENSG00000146457"
"Sod2","ENSG00000291237"
"Gpr31b","ENSG00000120436"
"Unc93a","ENSG00000112494"
"Dact2","ENSG00000164488"
"Smoc2","ENSG00000112562"
"Thbs2","ENSG00000186340"
"Wdr27","ENSG00000184465"
"1600012H06Rik","ENSG00000185127"
"Phf10","ENSG00000130024"
"Ermard","ENSG00000130023"
"Dll1","ENSG00000198719"
"Fam120b","ENSG00000112584"
"Psmb1","ENSG00000008018"
"Tbp","ENSG00000112592"
"Pdcd2","ENSG00000071994"
"Prdm9","ENSG00000164256"
"Chd1","ENSG00000153922"
"Rgmb","ENSG00000174136"
"Riok2","ENSG00000058729"
"Lix1","ENSG00000145721"
"Lnpep","ENSG00000113441"
"Has1","ENSG00000105509"
"Fpr1","ENSG00000171051"
"Fpr2","ENSG00000171049"
"Vmn1r224","ENSG00000196131"
"Ppp2r1a","ENSG00000105568"
"Zfp160","ENSG00000197497"
"Vmn1r237","ENSG00000228567"
"Zfp51","ENSG00000160336"
"Zfp213","ENSG00000085644"
"Zfp13","ENSG00000122386"
"Zscan10","ENSG00000130182"
"Mmp25","ENSG00000008516"
"Thoc6","ENSG00000131652"
"Hcfc1r1","ENSG00000103145"
"Tnfrsf12a","ENSG00000006327"
"Cldn6","ENSG00000184697"
"Cldn9","ENSG00000213937"
"Pkmyt1","ENSG00000127564"
"Paqr4","ENSG00000162073"
"Kremen2","ENSG00000131650"
"Flywch1","ENSG00000059122"
"Flywch2","ENSG00000162076"
"Prss33","ENSG00000103355"
"Prss41","ENSG00000215148"
"Prss21","ENSG00000007038"
"Prss22","ENSG00000005001"
"Prss27","ENSG00000172382"
"Kctd5","ENSG00000167977"
"Pdpk1","ENSG00000140992"
"Amdhd2","ENSG00000162066"
"Atp6v0c","ENSG00000185883"
"Tbc1d24","ENSG00000162065"
"Ntn3","ENSG00000162068"
"Ccnf","ENSG00000162063"
"Abca3","ENSG00000167972"
"Rnps1","ENSG00000205937"
"Eci1","ENSG00000167969"
"Dnase1l2","ENSG00000167968"
"E4f1","ENSG00000167967"
"Pgp","ENSG00000184207"
"Mlst8","ENSG00000167965"
"Bricd5","ENSG00000182685"
"Caskin1","ENSG00000167971"
"Traf7","ENSG00000131653"
"Rab26","ENSG00000167964"
"Pkd1","ENSG00000008710"
"Tsc2","ENSG00000103197"
"Nthl1","ENSG00000065057"
"Npw","ENSG00000183971"
"Zfp598","ENSG00000167962"
"Syngr3","ENSG00000127561"
"Gfer","ENSG00000127554"
"Noxo1","ENSG00000196408"
"Tbl3","ENSG00000183751"
"Rnf151","ENSG00000179580"
"Rps2","ENSG00000140988"
"Ndufb10","ENSG00000140990"
"Rpl3l","ENSG00000140986"
"Msrb1","ENSG00000198736"
"Hs3st6","ENSG00000162040"
"Meiob","ENSG00000162039"
"Hagh","ENSG00000063854"
"Fahd1","ENSG00000180185"
"Igfals","ENSG00000099769"
"Nubp2","ENSG00000095906"
"Spsb3","ENSG00000162032"
"Eme2","ENSG00000197774"
"Mapk8ip3","ENSG00000138834"
"Mrps34","ENSG00000074071"
"Nme3","ENSG00000103024"
"Ift140","ENSG00000187535"
"Tmem204","ENSG00000131634"
"Telo2","ENSG00000100726"
"Ptx4","ENSG00000251692"
"Clcn7","ENSG00000103249"
"Ccdc154","ENSG00000197599"
"Unkl","ENSG00000059145"
"Gnptg","ENSG00000090581"
"Tsr3","ENSG00000007520"
"Baiap3","ENSG00000007516"
"Ube2i","ENSG00000103275"
"Tpsb2","ENSG00000197253"
"Tpsg1","ENSG00000116176"
"Cacna1h","ENSG00000196557"
